scenario,method,n_train,eta,delta,lambda,true_value,true_regret,q05_value,cvar10_value,emp_nominal_value,emp_robust_value,emp_true_value,gamma_u,match_rate,selected_u_raw,hotspot_treat1_rate,lcb,coverage,gap,epsilon,kl_to_prior,rep_seed,replication
S0,owl_standard,200,nan,nan,1.0,0.5483674926712258,0.007544893684191645,0.28204085932775474,0.2716905408436569,0.6980575993828865,0.6980575993828865,0.6980575993828865,0.0,0.625,0.0,0.2409,nan,nan,nan,0.5,,1859786275,4
S0,owl_clipped,200,nan,nan,0.001,0.5559123863554174,0.0,0.32058175376077946,0.30600705488869057,0.7304533668646529,0.7304533668646529,0.7304533668646529,0.0,0.65,0.0,0.23935,nan,nan,nan,0.5,,1859786275,4
S0,owl_robust_map,200,nan,nan,1.0,0.5483674926712258,0.007544893684191645,0.28204085932775474,0.2716905408436569,0.6980575993828865,0.6980575993828865,0.6980575993828865,0.0,0.625,0.0,0.2409,nan,nan,nan,0.5,,1859786275,4
S0,oracle_true_owl,200,nan,nan,0.001,0.5559123863554174,0.0,0.32058175376077946,0.30600705488869057,0.7304533668646529,0.7304533668646529,0.7304533668646529,0.0,0.65,0.0,0.23935,nan,nan,nan,0.5,,1859786275,4
S0,pac_nominal_gibbs,200,0.3,nan,nan,0.5483744532159059,0.007537933139511455,0.32550971993177824,0.3091703928733713,0.7020914082965912,0.7020914082965912,0.7020914082965912,0.0,0.6301876418225433,0.0,0.24299472336426997,nan,nan,nan,0.5,1.5291495232086303,1859786275,4
S0,pac_robust_gibbs,200,0.3,0.2,nan,0.5483744532159059,0.007537933139511455,0.32550971993177824,0.3091703928733713,0.7020914082965912,0.7020914082965912,0.7020914082965912,0.0,0.6301876418225433,0.0,0.24299472336426997,0.5224718271085003,1.0,0.02590262610740568,0.5,1.5291495232086303,1859786275,4
S0,pac_robust_gibbs,200,0.3,0.1,nan,0.5483744532159059,0.007537933139511455,0.32550971993177824,0.3091703928733713,0.7020914082965912,0.7020914082965912,0.7020914082965912,0.0,0.6301876418225433,0.0,0.24299472336426997,0.4993669210898353,1.0,0.04900753212607062,0.5,1.5291495232086303,1859786275,4
S0,pac_robust_gibbs,200,0.3,0.05,nan,0.5483744532159059,0.007537933139511455,0.32550971993177824,0.3091703928733713,0.7020914082965912,0.7020914082965912,0.7020914082965912,0.0,0.6301876418225433,0.0,0.24299472336426997,0.47626201507117055,1.0,0.07211243814473539,0.5,1.5291495232086303,1859786275,4
S0,pac_nominal_gibbs,200,1.0,nan,nan,0.5551034899952124,0.0008088963602049803,0.32475034416286547,0.3082614580136138,0.7270012342490461,0.7270012342490461,0.7270012342490461,0.0,0.6473454974261298,0.0,0.2395100719056724,nan,nan,nan,0.5,2.8056670221608764,1859786275,4
S0,pac_robust_gibbs,200,1.0,0.2,nan,0.5551034899952124,0.0008088963602049803,0.32475034416286547,0.3082614580136138,0.7270012342490461,0.7270012342490461,0.7270012342490461,0.0,0.6473454974261298,0.0,0.2395100719056724,0.4328501849030966,1.0,0.1222533050921158,0.5,2.8056670221608764,1859786275,4
S0,pac_robust_gibbs,200,1.0,0.1,nan,0.5551034899952124,0.0008088963602049803,0.32475034416286547,0.3082614580136138,0.7270012342490461,0.7270012342490461,0.7270012342490461,0.0,0.6473454974261298,0.0,0.2395100719056724,0.4259187130974972,1.0,0.12918477689771524,0.5,2.8056670221608764,1859786275,4
S0,pac_robust_gibbs,200,1.0,0.05,nan,0.5551034899952124,0.0008088963602049803,0.32475034416286547,0.3082614580136138,0.7270012342490461,0.7270012342490461,0.7270012342490461,0.0,0.6473454974261298,0.0,0.2395100719056724,0.4189872412918977,1.0,0.13611624870331474,0.5,2.8056670221608764,1859786275,4
